,code site,lat,lon
812,FR10004,51.04858,2.42004
813,FR14004,49.25861,4.031111
814,FR23120,47.4685,-0.555925
815,FR33720,45.7467,6.4208
816,FR33101,45.56472,5.928333
817,FR32006,46.316174,4.839994
818,FR19007,48.10751,-1.67984
819,FR82004,47.297306,6.051917
820,FR24020,43.658337,7.157846
821,FR18080,49.84282,3.281439
822,FR11025,50.62805,3.09031
823,FR01017,49.09611,6.172778
824,FR09019,46.329586,-0.458889
825,FR26012,47.27476,4.099476
826,FR19020,48.261963,-2.943631
827,FR33232,45.907223,6.845833
828,FR07001,45.764668,3.047194
829,FR19010,48.11078,-1.68293
830,FR20069,45.77482,4.898572
831,FR12020,43.6287,0.179069
832,FR23150,47.44734,-0.550101
833,FR20047,45.823223,4.953958
834,FR01004,49.332497,6.271664
835,FR11034,50.706535,3.18066
836,FR04135,48.83796,2.408061
837,FR15045,45.0578,5.6767
838,FR26114,47.182175,6.139338
839,FR34067,47.9103,1.873431
840,FR04329,48.838615,2.412781
841,FR34011,47.899445,1.910294
842,FR38014,-21.312895,55.474194
843,FR25047,49.40986,1.053736
844,FR03088,44.06035,5.067413
845,FR04002,48.93032,2.29435
846,FR10007,51.03381,2.3352
847,FR33220,45.92361,6.713611
848,FR04060,48.8572,2.2933
849,FR23178,47.318893,-2.066876
850,FR23001,47.324257,-2.081429
851,FR16001,48.608818,7.708917
852,FR30016,48.685856,6.175111
853,FR18054,49.920555,4.090556
854,FR23252,48.07104,-0.766993
855,FR24032,43.758533,7.478833
856,FR04181,48.63373,1.830529
857,FR21019,49.15167,-0.352778
858,FR40010,5.034602,-52.563793
859,FR10029,50.99594,2.36627
860,FR23251,47.23356,-1.564811
861,FR21037,49.64695,-1.59342
862,FR24023,43.78875,7.332382
863,FR33102,45.59667,5.918611
864,FR04333,48.948124,2.248817
865,FR05088,49.749943,0.415019
866,FR08018,43.6926,3.80021
867,FR07049,46.56187,3.331089
